week,kickoff,home,away,neutral,pred,spread_open,mkt_margin,edge,side_play,proj_total,total_open,tot_edge,tot_side,tot_play,tot_status,posted,posted_basis
4,2026-09-26,Fordham,Stony Brook,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Merrimack,New Haven,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Pennsylvania,Lehigh,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Dartmouth,Monmouth,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Hope,Albion,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Ithaca,St. Lawrence,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Union,Buffalo State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,John Carroll,Wittenberg,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Rowan,Lycoming,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Juniata,The College of New Jersey,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Salisbury,Catholic,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Coast Guard,WPI,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Worcester State,Westfield State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Mass Maritime,Plymouth State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Western New England,New England,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,King's,Widener,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Alvernia,Lebanon Valley,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Apprentice School,Methodist,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,SUNY Cortland,SUNY Morrisville,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Alfred State,Utica,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Minnesota St Moorhead,Minnesota Duluth,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Frostburg State,West Virginia Wesleyan,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Fairmont State,West Virginia State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,West Liberty,Concord,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Charleston (WV),Glenville State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Post,Southern Connecticut State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Gannon,Lock Haven,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,American International,Assumption,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Oberlin,Washington St. Louis,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Emory & Henry,Newberry,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Carson Newman,Mars Hill,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Morehouse,Edward Waters,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Albany State,Kentucky State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Kentucky Wesleyan,Tiffin,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,UNC Pembroke,Monroe,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Shaw,Livingstone,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Fayetteville State,Virginia Union,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Virginia State,Winston-Salem State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Elizabeth City State,Bowie State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Lincoln (PA),Bluefield State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Eastern Michigan,Lindenwood,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Augsburg,Saint John's (MN),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Gallaudet,Roanoke College,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Saint Vincent,Allegheny,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Bethany (WV),Geneva,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Saint Francis,Grove City,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Colby,Williams,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Kenyon,DePauw,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Bates,Trinity (CT),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Bowdoin,Middlebury,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Hamilton,Amherst,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Merchant Marine,Norwich,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,SUNY Maritime,Salve Regina,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Waynesburg,Westminster (PA),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Heidelberg,Muskingum,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Baldwin Wallace,Capital,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Erskine,Shorter,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Ohio Northern,Wilmington (OH),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Wesleyan (CT),Tufts,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Wofford,Tennessee Tech,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Austin Peay,UT Martin,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,St. Thomas (MN),San Diego,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,The Citadel,Chattanooga,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Richmond,Furman,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Valparaiso,Butler,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Elon,Maine,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Youngstown State,South Dakota,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Anderson (SC),Lenoir Rhyne,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Quincy,Wayne State (MI),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Wabash,Wooster,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Denison,Ohio Wesleyan,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,St. Olaf,Carleton,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Gustavus Adolphus,Concordia (MN),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Clark Atlanta,Warner,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,St. Norbert,Wisconsin Lutheran,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Findlay,Northwood,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,East Texas Baptist,Texas Lutheran,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,New England College,Nichols,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Austin,Hendrix,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Alma,Adrian,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Luther,Cornell (IA),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Grinnell,Beloit,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Monmouth (IL),Ripon,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Illinois College,Lake Forest,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Ferrum,North Greenville,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Bloomsburg,Shippensburg,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,West Chester,Millersville,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Knox,Chicago,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Nebraska Kearney,Washburn,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Missouri Southern State,Central Missouri,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Otterbein,Marietta,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Jamestown,Concordia St. Paul,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Sioux Falls,Minnesota State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Illinois Wesleyan,Wheaton (IL),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Rhodes,Maryville (TN),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Dubuque,McMurry,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Villanova,Colgate,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Rockford,Aurora,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Springfield,MIT,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Princeton,UAlbany,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Bridgewater State,Framingham State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Thiel,Hiram,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Southeastern Oklahoma State,Southern Nazarene,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Ferris State,Kentucky Christian,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Black Hills State,Fort Lewis,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Chadron State,Colorado School of Mines,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,South Dakota Mines,New Mexico Highlands,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Lincoln (MO),Upper Iowa,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Bemidji State,Minot State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Elmhurst,Augustana (IL),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Florida State,Central Arkansas,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Marshall,Gardner-Webb,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Duke,William & Mary,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Buffalo,Robert Morris,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,Ohio,Stonehill,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2026-09-26,East Tennessee State,Western Carolina,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
